Text,Author,Date
"@aysesila1975 @CoulibalyBojana Pourquoi citer ""Université "" pour nous impressionner comme si tu es l'unique à faire l'université ou enseigner à l'université.  Mais, tes post sont ridicules moins que ceux d'un primairien.",Gentil lupopo,Mon Oct 21 19:12:53 +0000 2024
@KimKimuntu Le monsieur ici je les déjà vu une fois dans notre université on avait une conférence avec Mm l’ambassadrice de royaume unis il était venu au nom du député national aaaaaaaaah mon pays,Destin Makuta,Mon Oct 21 19:10:00 +0000 2024
@gavicum Ah j’étais dehors à l’université mtn jsuis à la maison,Kayi,Mon Oct 21 19:06:37 +0000 2024
"Présentée par le PPD de l’Université d’Ottawa, cette séance portera sur l’utilisation de la plaidoirie visuelle pour expliquer les enjeux et les défis juridiques des justiciables, pour un meilleur accès à la justice. Inscrivez-vous ici: https://t.co/bRJOPLVcCF https://t.co/xiCCwIUxLn",Law Society of Ontario,Mon Oct 21 19:00:37 +0000 2024
"L’atelier de validation du Curricula de WASCAL s’est ouvert ce lundi, à l’UGANC. Cette rencontre d’échanges a réuni des scientifiques venus de plusieurs pays d’Afrique de l’Ouest, les autorités de l’UGANC et ceux du @Mesrs_Gn.

#UGANC #TempleDuSavoir #Guinee #MESRSI #Climat https://t.co/jNFVYr9mbY",Université Gamal Abdel Nasser de Conakry,Mon Oct 21 19:00:11 +0000 2024
"Daniel Weinstock (@mcgillu, @mcgill_VPRI) est titulaire de la chaire Katharine A. Pearson sur la société civile et les politiques publiques à l’Université McGill. #rscBRAVOsrc #MembredelaSRC https://t.co/spmoPiqwEs",RSC // SRC,Mon Oct 21 19:00:00 +0000 2024
"@embenmo @GuerquinThomas https://t.co/Exh0gwyE1b
Vous préférez que ce soit un pb à l'Université de Kiev actuellement qui le dit ?",Adrien France 🇫🇷 🇪🇺,Mon Oct 21 18:59:49 +0000 2024
"Cher.e.s collègues.
L'Acolprof est heureuse de vous inviter à assister au Congrès national de professeur.e.s de français.🤓🇫🇷
L'événement aura lieu à Cali, à l'université Univalle, du 7 au 9 novembre.
Je vous laisse le lien de l'événement.
https://t.co/USbDF8dcXK https://t.co/zPFIP51VOn",ACOLPROF,Mon Oct 21 18:58:57 +0000 2024
"🌱 Conciliation travail-vie personnelle : un défi pour les profs

Basé sur 145 témoignages, l'article propose des solutions pour améliorer l’équilibre entre vie pro et perso. 

➡️ https://t.co/eWzrfXdQfE

#Université #FQPPU #Santémentale #Enseignementsupérieur",FQPPU,Mon Oct 21 18:58:40 +0000 2024
"Intersectionnalité des luttes à Nantes, où l'Université laisse faire une assemblée générale gauchiste anti-RN, le même soir où le député LFI de la ville est interpellé et poursuivi pour usage de stupéfiants (3-MMC !). https://t.co/Br5FpH6fMp",Gauthier Bouchet,Mon Oct 21 18:57:05 +0000 2024
"@RTBFinfo Expulsion , renvoi de l'université et non-financabilité pour tous ces pseudo étudiants !",Henry Mathieu,Mon Oct 21 18:56:02 +0000 2024
Merci à @BelouassaAnais d’alerter sur la situation des sans-facs à Lyon et notamment sur la répression exercée par la présidence de l’Université Lyon 2 🚨,UNEF Tacle Lyon,Mon Oct 21 18:55:29 +0000 2024
"@JeuSetMaths Si j'en crois l'avant-propos, où il est question d'une certaine université, nul doute que je vais kiffer. #IciCestRennes",Taf Kap,Mon Oct 21 18:54:30 +0000 2024
"«... Je suis économiste et Professeur d'université comme vous», dixit Kamerhre. Quelle audace? C'est la nudité d'un académisme au rabais au détriment d'une population si meurtrie. Sur la base de quelle publication est-il devenu professeur d'université? 
Une image vaut mille mots! https://t.co/RjICu6PYrR","E.-F. Bulayumi, PhD",Mon Oct 21 18:52:30 +0000 2024
"Au Cercle des Nageurs de Marseille, soirée des partenaires de la faculté des Sciences du sport de Aix-Marseille Université 

Merci aux 2 sportifs ayant apporté leurs témoignages : Alexis Sanchez , 5e aux JO en Para Aviron et Ara Katchadourian, sportif de l’extrême
#AMPMetropole https://t.co/6xG3zbj3rh",David Galtier,Mon Oct 21 18:52:09 +0000 2024
"@StanysBujakera «... Je suis économiste et Professeur d'université comme vous», dixit Kamerhre. Quelle audace? C'est la nudité d'un académisme au rabais au détriment d'une population si meurtrie. Sur la base de quelle publication est-il devenu professeur d'université? Une image vaut mille mots! https://t.co/w4sVpmBGz5","E.-F. Bulayumi, PhD",Mon Oct 21 18:50:08 +0000 2024
"@JSBach_V2 @AlterAFaria Un jour je comprendrai cette lettre, j’en ai fait la promesse. 
En attendant le germaniste contemporain Wilfried Bokk l’a déjà partiellement décryptée, mais sa radiation de l’université de Berlin en 2018 pour antisémitisme a mis un frein à sa carrière.",MarvH III,Mon Oct 21 18:49:42 +0000 2024
"Cible des intimidations de l’#extrêmedroite, l’#université s’inquiète de l’arrivée d’un #ministre ultraconservateur (Depuis les élections de juin, #enseignants et #étudiants dénoncent un continuum des #violences qui s’étend jusque dans les campus.",Chris Tina,Mon Oct 21 18:47:54 +0000 2024
"🔴 Rassemblement ce jeudi 24 octobre à 13h30 devant le bâtiment de la présidence de l'Université de #Pau et des Pays de l'Adour (@universite_uppa) pour l'égalité des étudiants face aux frais d'inscription
👉 Pétition : https://t.co/RueG7pMxKS
👉 Cagnotte : https://t.co/9k7dyJ3k11 https://t.co/2HLmmWubA6",Samuel Legris,Mon Oct 21 18:46:27 +0000 2024
@edwyplenel @FannyMarlier @Mediapart l'Université s'inquiète de la fin de la récréation ?,moimoi,Mon Oct 21 18:42:22 +0000 2024
"Découvrez l'exposition Geometrías sauvages à l'Université de Cordoue ! Célébrant le crochet comme art, elle valorise le travail des femmes et relie tradition et innovation. Ne manquez pas ces œuvres jusqu'au 27 octobre ! Plus d'infos ici : https://t.co/YuXaoXLh0c https://t.co/AMRMK254ZG",Escapade à Cordoue,Mon Oct 21 18:41:56 +0000 2024
"Heureux d’avoir démarré un de mes enseignements ce lundi 21 octobre 2024, à la Faculté Polytechnique de l’Université Protestante de Lubumbashi. Un réel plaisir de participer toujours à la formation de la jeunesse congolaise. https://t.co/8yeC8zgZu0",Jimmy Kalenga,Mon Oct 21 18:39:08 +0000 2024
"@SarahUriel31 Ils ont arrêté des profs
Dans une université 
Avec des fusils à pompe

Ils doivent être en train de repasser leurs chemises brunes",Elianne,Mon Oct 21 18:38:38 +0000 2024
"@RTBFinfo Pour une fois qu’ils vont à l’université, je pense qu’on peut saluer l’initiative. Ils pourront bientôt trouver le chemin vers leur auditoire.", 𝕐𝕠𝕕𝕒 🚀,Mon Oct 21 18:38:34 +0000 2024
"🔴#TBMBus8 #TBMBus31 #TBMBus34 #TBMBus35 déviés secteur Av Université à Talence, voie inaccessible + d'infos &gt;&gt; https://t.co/3J3aWNKvYi https://t.co/PQ51a5LBiV",TBM Infotrafic Bus,Mon Oct 21 18:32:40 +0000 2024
"Dans le cadre de la série de rencontres ""Tawasul"" organisée par l'Agence de l'Université pour les affaires éducatives, qui inclut toutes les facultés de l'université, une réunion ouverte a eu lieu ce matin avec le personnel et les étudiants de la Faculté des affaires. 

#KKU",Université Roi Khalid,Mon Oct 21 18:32:16 +0000 2024
La recherche 🇫🇷est tellement dépressive. Ça serre le cœur … Le modèle est à bout de souffle. Les titulaires de l’université🇺🇸ne sont *pas* dans cet état. Le contraste est saisissant. Il y a de quoi être vraiment inquiet pour notre pays. On est en train de plonger.,Loriane Lafont-Grave 🇺🇦,Mon Oct 21 18:28:15 +0000 2024
"C'est sous le thème «Chaque don change la donne», que se déroule la campagne #Centraide - Université Laval 2024, jusqu'au 22 novembre sur le campus
https://t.co/60TvRNVXsD",Université Laval,Mon Oct 21 18:26:15 +0000 2024
"Signature d'une convention de coopération entre l'université d'Alger 1 et l'université chinoise de Zhejiang, dans le but d'échanger les connaissances, les expertises et les délégations estudiantines dans les spécialités médicales.
https://t.co/4ZZXVLNQOy https://t.co/o0YM3YtMHn",ZHAO Pingsheng,Mon Oct 21 18:25:38 +0000 2024
@rafaell41937343 Mdrrrrr mais tu crois on est à Université Villeurbanne Cité pour parler ainsi?,Amin,Mon Oct 21 18:25:31 +0000 2024
"🇵🇸 : Gérard Miller, Professeur émérite à l'université Paris, né de parents juifs originaires de Pologne : Le courage d’éclairer les ténèbres médiatiques face au déchaînement des haines ordinaires. https://t.co/hXHA0BNKF2",FUCKTV,Mon Oct 21 18:23:59 +0000 2024
"La rentrée académique 2024-2025 est  effective à l’Université de Lomé. ce lundi 21 octobre 2024. 

https://t.co/xUNhjvGIwx 

#UniveLomeTg 
#Epl_Univlome 
#kmnatchaba 
#TogoOfficiel https://t.co/NgDUUQ4KHM",Université de Lomé,Mon Oct 21 18:21:17 +0000 2024
"En bref : d’origine Slave ( Serbe) Bosnie-Herzégovine, âgé : entre la trentaine et le quarantaine ... une nationalité franco/américaine... diplômée de Harvard et d’une université française de tour Orléans ... experte en langue ouest africaines https://t.co/5rPYpjD9bU",sam wick 🇨🇩🇨🇩🇨🇩🇨🇩🇨🇩🇨🇩🇨🇩🇨🇩,Mon Oct 21 18:20:27 +0000 2024
@IdLibertes Il faut qu’ils s’inscrivent à l’université de L’Épargne!!! Tout y est très bien expliqué,Fromm jean,Mon Oct 21 18:16:58 +0000 2024
⚠️ Perturbation Métro 13 : Un train stationne à Carrefour Pleyel en direction de Saint-Denis – Université en raison d'un incident nécessitant l’intervention du conducteur. @Ligne13_RATP #Metro #Metro13 #Ligne13 #RATP https://t.co/bXFZ8TkfqD,Ma Ligne,Mon Oct 21 18:12:07 +0000 2024
@PiluleRouge_CA @pmartin_UdeM Pierre Martin est des pires déchets de la société québécoise. Rappelez moi de ne jamais envoyer mes filles à l'Université de Montréal.,Laurent Voyer,Mon Oct 21 18:10:39 +0000 2024
"@edwyplenel @FannyMarlier @Mediapart Sincèrement, vous pensez avoir un minimum de crédibilité en faisant de telles déclarations ? Alors que l’université est entièrement sous la scandaleuse coupe de l’extrême gauche, tant au niveau enseignants qu’étudiants ?",germin6983,Mon Oct 21 18:08:50 +0000 2024
@JH203833 @IliesDjt Podemos a été éliminé du monde politique il le reste la complutense université d’extrême gauche ou ils font la loi . Les chiens ne font pas de chats comme à Paris sciences po . C’est leur milieu favoris pour leur idéologie,TamaraM,Mon Oct 21 18:08:24 +0000 2024
"@touiteregeurl Après 15 ans d’ancienneté, je gagnais 200€ voire 300€ de moins que mes copines de promo en collège. J’ai quitté l’université avec un poste titulaire à temps plein en partie à cause de ça.",Armelle Vautrot,Mon Oct 21 18:05:11 +0000 2024
"🔴 %152 Hôpital Maisonneuve-Rosemont
🔴 %240 Hôpital général juif - Jewish General Hospital
🔴 %155 Centre hospitalier de l'Université de Montréal (CHUM)
🔴 %141 Hôpital Cité-de-la-Santé
🔴 %110 Hôpital de l'Enfant-Jésus",ERinfo,Mon Oct 21 18:05:04 +0000 2024
Ses un prof d'université qui dit sa en plus ouffff.🤔,Bigdan,Mon Oct 21 18:04:37 +0000 2024
@DigitalMafioso2 Jesse Jackson est également allé à l'Université de l'Illinois. Jada Pinkett Smith est originaire de Baltimore et est membre de Boule et scientologue. Elle est le mal à l'état pur.,𝓐𝓻𝓲𝓯 𝓚𝓸̈𝓻𝓸𝓰̆𝓵𝓾,Mon Oct 21 18:04:23 +0000 2024
@DigitalMafioso2 La succursale de Boule appelée Alpha Phi Alpha Alpha se trouve à l'Université de l'Illinois où le riche co-fondateur de BET Robert L. Johnson a participé.,𝓐𝓻𝓲𝓯 𝓚𝓸̈𝓻𝓸𝓰̆𝓵𝓾,Mon Oct 21 18:03:50 +0000 2024
"Un ""Métaverse éducatif et participatif"" pour l'aménagement urbain à l'Université d'Erfurt,https://t.co/KwZsuFcAGO author @berendes",metavers-tribune,Mon Oct 21 18:02:04 +0000 2024
"Quand je vois ça mon cœur saigne pour mon pays 💔
Pendant que les autres innovent en université, chez nous on fait 5 ans pour une licence.",Captain #Mali 🇲🇱⚔️,Mon Oct 21 18:01:46 +0000 2024
"#COLLOQUE | 🌍 Le Centre de recherche interuniversitaire sur la mondialisation et le travail de #umontreal organise un colloque international sur les perturbations du monde du travail, du 24 au 26 octobre à HEC Montréal.

En savoir plus ⬇️
https://t.co/fzCzqBzma4",Université de Montréal,Mon Oct 21 18:00:06 +0000 2024
#Togo Le Pdt  #Kpodar doit se ressaisir dans sa gestion de l’#UL . Voilà une université qui commence par revenir  de loin grâce aux efforts des autorités après +sieurs années de difficultés. Au lieu de renforcer/créer le laboratoire ou la bibliothèque c’est un musée il veut créer https://t.co/Til5oiBmuD,@loiclawson1,Mon Oct 21 17:57:52 +0000 2024
@PhavCandyLou @Sans_drap__ J'ai entendu exactement cela dans mon université aujourd'hui.. Ils ont une de ces visions du monde !! Le Gauchisme est définitivement pour moi une grave pathologie mentale !!,⚜️Universitaire Juriste Homo mais anti-LGBTqxyz,Mon Oct 21 17:56:52 +0000 2024
@MameOmar1 Mais la dame avec qui elle est c'est ma camarade à l'université. Salalaahu 😭😭😭,F.,Mon Oct 21 17:56:12 +0000 2024
"Montpellier. A l'université Paul Valéry, 1200 étudiants inscrits à la distribution alimentaire https://t.co/f8FAoFSSVM @GazettedeMtp https://t.co/leyBE38X6P",L'important,Mon Oct 21 17:53:01 +0000 2024
"Vous connaissez l'impression de ""déjà vu"", le fait d'avoir déjà vécu une scène, un moment... 

L'université de Harvard a mis en lumière que ce phénomène se vérifie uniquement tous les 3 à 5 ans à Montpellier selon plusieurs variants : Mézy, Gasset, Courbis, Derzak.

#TeamMHSC",Кинг Spahić,Mon Oct 21 17:53:00 +0000 2024
@JKapitene @VandyKhen Une manière de te faire comprendre comme t’es juste sélective dans ta demande. Mobutu n’ont plus na pas construit 5 université au pays mais cela ne veut pas dire qu’il n’a rien fait.,Hervé Mukunzi,Mon Oct 21 17:52:50 +0000 2024
@EMusingilwa @ucbukavu @Presidence_RDC @PatrickMuyaya @GouvSudkivu @cabinet_esuRDC @radiookapi Nous avions contacté le ministre à son temps et dans 6 mois nous avions les nôtres après avoir dénoncer de la même manière à l'université Officielle de Bukavu.,Dr. Francois MUZUSANGABO,Mon Oct 21 17:52:40 +0000 2024
"Pierre Stassart, ""chercheur "" de l'université de Liège professe que l'anthropocène est le fruit de l'homme occidental, blanc, hétérosexuel et chrétien. S'il y a là un peu de vérité, il y a surtout beaucoup d'aveuglement idéologique. Symptômes d'une lecture #woke du monde. 😞",Romain Bernier,Mon Oct 21 17:51:44 +0000 2024
"L'Observatoire des #violencessexistes et sexuelles dans l'ESR souligne cette prise de position de l'@ordre_medecins 👏

Selon l'@ANEMF en 2021 :  
🟣15% des #étudiant•es en médecine avaient subis une agression sexuelle à l'hôpital ou a l'université

@EAuclert @StopVOGfr",Observatoire des VSS dans l’ESR,Mon Oct 21 17:51:29 +0000 2024
@SarahUriel31 Ils arrêtent les profs et les étudiants qui bloquent l’université et entravent la liberté des autres. Milei c’est un libertarien -déjanté certes - mais un démocrate contrairement à son voisin vénézuélien.,Corinne,Mon Oct 21 17:51:29 +0000 2024
@alain_fecteau @RafJacob 🎯🎯Exactement ce que disait un de mes profs à l'université.,Pat ⬜,Mon Oct 21 17:51:13 +0000 2024
"@RSBNetwork des membres de la Cour suprême ont été jugés pour trahison, vous m’avez signalé mort de sorte que l’ancienne procuration falsifiée a été déclarée nulle par le juge Crandall, l’équipe de scellement est en route pour l’université Texas A &amp; M pour procéder à l’arrestation.","ACE ""RENEGADE"" VAUGHAN",Mon Oct 21 17:50:51 +0000 2024
"En parlant de spermato, @lajournee @oniquet …

Cours sur la contraception en médecine à l’université.

- Le prof: Qui connais le DDT, une nouveauté dans les moyens de contraction?
- Nous: 🤔
- Le prof: Dans l'drap tabarn… !","Hal Dol, MD",Mon Oct 21 17:50:40 +0000 2024
"@SarahUriel31 Si la République de Weimar avait arrêté une trentaine d’intellectuels et mis à l’ombre pendant quelques temps la quasi totalité des professeurs d’université, plus une minorité d’enseignants du secondaire, il n’y aurait jamais eu de nazisme !",Euterpe,Mon Oct 21 17:50:02 +0000 2024
"@JustinTrudeau des membres de la Cour suprême ont été jugés pour trahison, vous m’avez signalé mort de sorte que l’ancienne procuration falsifiée a été déclarée nulle par le juge Crandall, l’équipe de scellement est en route pour l’université Texas A &amp; M pour procéder à l’arrestation.","ACE ""RENEGADE"" VAUGHAN",Mon Oct 21 17:49:19 +0000 2024
"@Johanna_Rolland Allez-vous aussi condamner les appels à la haine, à la violence, au meurtre et à la censure de l'extrême gauche Fasciste Nantaise ?
Aujourd'hui lundi 21 octobre 2024, université de Nantes. https://t.co/XUVBIjd6rW",Nicolas Gasnier,Mon Oct 21 17:47:19 +0000 2024
"@Johanna_Rolland Allez-vous aussi condamner les appels à la haine, à la violence, au meurtre et à la censure de l'extrême gauche Fasciste Nantaise ?
Aujourd'hui lundi 21 octobre 2024, université de Nantes. https://t.co/d56zqIUO2N",Nicolas Gasnier,Mon Oct 21 17:46:55 +0000 2024
"@Johanna_Rolland Allez-vous aussi condamner les appels à la haine, à la violence, au meurtre et à la censure de l'extrême gauche Fasciste Nantaise ?
Aujourd'hui lundi 21 octobre 2024, université de Nantes. https://t.co/btYIqB0z9q",Nicolas Gasnier,Mon Oct 21 17:46:37 +0000 2024
"@Johanna_Rolland Allez-vous aussi condamner les appels à la haine, à la violence, au meurtre et à la censure de l'extrême gauche Fasciste Nantaise ?
Aujourd'hui lundi 21 octobre 2024, université de Nantes. https://t.co/4YBZG0hN2f",Nicolas Gasnier,Mon Oct 21 17:46:20 +0000 2024
"@Johanna_Rolland Allez-vous aussi condamner les appels à la haine, à la violence, au meurtre et à la censure de l'extrême gauche Fasciste Nantaise ?
Aujourd'hui lundi 21 octobre 2024, université de Nantes. https://t.co/fnIrFXgVab",Nicolas Gasnier,Mon Oct 21 17:46:07 +0000 2024
"𝗨𝗕𝗔 𝗖𝗔𝗠𝗣𝗨𝗦 𝗧𝗢𝗨𝗥 : 𝗤𝘂𝗶𝘇𝘇 𝗡𝗘𝗫𝗧𝗚𝗘𝗡

Rendez-vous demain, mardi 22 octobre 2024, à l'ESSEC de Douala (Campus 1, Université de Douala) pour tester vos connaissances lors du NextGen Quiz ! 🧠🔥
Tentez de remporter des lots incroyables et des bons d'achat en https://t.co/gvYy3vr5S9",UBA Cameroon,Mon Oct 21 17:45:01 +0000 2024
@GedeonKaba99083 @baelenge_irenge @VitalKamerhe1 @fatshi13 @petertiani007 @KimKimuntu @KatangaCynthia @BillyKambale1 @peroluwara1 @wembi_steve @YvesBuya1 Mpoyi a enseigné mon propre petit frère qui a terminé à l'Unikin avec grande distinction en economie mathématique. Actuellement il à l'université de Namur pour son 3emes cycles. Il me dit toujours mpoyi n'est pas intelligent. Et c'est vrai,Brejnev Loméka wa Lumeka🗨️,Mon Oct 21 17:42:34 +0000 2024
"Riches et échanges et magnifiques productions à l’occasion de cette formation interlangues avec @MelanieMichel3 sur l’écriture ✍️ collaborative 🤝 en marge de l’université d’automne de l’#EAFC_Nice
#collaboratif #numerique mais pas seulement 😉 ! https://t.co/jtqVsBrJ11",Jérôme Besse 🦊,Mon Oct 21 17:39:23 +0000 2024
Club jeunesse Richelieu à l'Université de Windsor https://t.co/aHvqc8zBFs,ICI Windsor,Mon Oct 21 17:34:06 +0000 2024
⚠️ Perturbation Métro 13 : Un train stationne à Guy Môquet en direction de Saint-Denis – Université en raison d'un ajustement de l'intervalle entre les trains. @Ligne13_RATP #Metro #Metro13 #Ligne13 #RATP https://t.co/bXFZ8TkfqD,Ma Ligne,Mon Oct 21 17:32:06 +0000 2024
@PiluleRouge_CA @pmartin_UdeM le plagiat n’est pas puni à l’université?,Mutt N Jeff🏴‍☠️❌,Mon Oct 21 17:30:48 +0000 2024
"🌍 L’Université de Lorraine renforce son engagement pour la transition écologique ! Grâce à l'accompagnement de l'agence Behaven, une étude sur plus de 485 réponses a révélé les attentes et freins de la communauté UL pour agir. Des thématiques clés à venir ! 🙌
#RSE #ULsengage https://t.co/i2zHEOTYrC",Vincent Bellais,Mon Oct 21 17:30:16 +0000 2024
"🤵👰 Découvrez Kristen, la femme de Tommy Edman ! Elle soutient toujours son mari lors des matchs de baseball et travaille dans l'immobilier. Une histoire d'amour qui a commencé à l'université 💑❤️ (via sportskeeda) #Baseball #Amour #Immobilier
.
https://t.co/1T8mrOge6Q",Laktu,Mon Oct 21 17:30:09 +0000 2024
"[𝐋𝐔𝐍𝐃𝐈 𝐒𝐏𝐎𝐑𝐓𝐒]
👉🏻 Football (National 2) le SAS tenu en échec par Furiani (1-1)
👉🏻Volley (Elite) défaite de l'EGVB face à Grenoble Université (0-3)
👉🏻 Handball (N2F) Epinal HB 33-30 Mulhouse/Kingersheim 2
👉🏻 Finale du Trophée Grand Est de BMX à Golbey https://t.co/5v847jHoHc",Vosges Television,Mon Oct 21 17:30:00 +0000 2024
"Mes remerciements les plus sincères et chaleureux aux étudiants congolais de l'université de Kinshasa pour leur soutien. ""Holocauste au Congo"" est votre livre, pour défendre les victimes de la RDCONGO et la souveraineté nationale de ce beau pays que certains cherchent à détruire.",FreeCongo🇨🇩😭😭,Mon Oct 21 17:29:39 +0000 2024
"Mes remerciements les plus sincères et chaleureux aux étudiants congolais de l'université de Kinshasa pour leur soutien. ""Holocauste au Congo"" est votre livre, pour défendre les victimes de la RDCONGO et la souveraineté nationale de ce beau pays que certains cherchent à détruire.",KPatrick,Mon Oct 21 17:27:34 +0000 2024
"@WeillClaude 200 milliards d'euros :  montant des aides publiques versées aux grandes entreprises privées sans aucune contrepartie.  Etrude de l'Institut de recherches  économiques et sociales (Ires) et du Clersé (groupe de chercheurs de  l'université de Lille)

https://t.co/A6ImcWpTay",DivulgationNhi,Mon Oct 21 17:27:29 +0000 2024
"De forme octogonale, un édifice chrétien «somptueusement décoré» a été découvert par l’Université de Münster (Allemagne) et l’Académie nationale des sciences d’Arménie. Il pourrait s'agir d'une des plus anciennes églises du monde. - #InfoChrétienne https://t.co/3hZMl6pHRe",Johan Licidé,Mon Oct 21 17:25:20 +0000 2024
"@RER_A Et vers Poissy/Cergy  ? 
On viens de subir un arrêt en sortie de Nanterre (avec vu sur Nanterre Université) sans raison",Win-Green,Mon Oct 21 17:24:37 +0000 2024
"@YohanPawerF Je connais une  amie …après université partie grave en vrille…mais grave…je l’ai revu y’a quelques temps à Luxembourg,mariée convertie,2 enfants,RH dans une bank ,grosse villa ….elle remercie tous les jours d’avoir croiser Farid son époux (ingénieur)!!comme quoi!!!",trader,Mon Oct 21 17:22:29 +0000 2024
Ludès Eloilair vient de décrocher sa licence en Sciences de l'éducation à l’UPGA. La soutenance a eu lieu ce lundi 21 octobre 2024 en présence d’un public composé des personnes ayant un intérêt pour l’éducation et la recherche académique. https://t.co/3drZlmcRA3,Université Publique de la Grand'Anse (UPGA),Mon Oct 21 17:21:14 +0000 2024
"✈️ 💨 L'aviation durable est-elle possible ? 

Écoutez Suzanne Kearns, de l'Université de Waterloo (@UWaterloo), une chercheuse canadienne à la tête de l'initiative « émission zéro » pour le Canada. #Balado 🔊 Écoutez maintenant https://t.co/pgPCRTE0vu",CFI / FCI,Mon Oct 21 17:20:11 +0000 2024
"🚀 Vers des bases lunaires ? 🌙
Des chercheurs de l'Université #HUST en Chine ont créé des ""briques lunaires"" ultra-résistantes à partir d'un simulateur de sol lunaire. Dirigée par Ding Lieyun, cette innovation pourrait révolutionner la construction sur la #Lune. 🧱
#China #TIC https://t.co/9ctMCPx8cf",HappyRigolo,Mon Oct 21 17:19:52 +0000 2024
@israel_arn94768 @rifain_nouvelle Vous êtes un rigolo. Qui manipule l’opinion !!! Qu’est-ce ce qu’il faut pas entendre. Je vous rappelle que les archéologues de l’université de Tel Aviv n’ont trouvé aucune trace de la présence des soit disant élu. Demandez à l’université si vous êtes capable endoctriné.,Sam Car,Mon Oct 21 17:18:43 +0000 2024
"@JusticeGouvCD @ConstantMutamba DE L'UNIVERSITÉ MATERNELLE 
---------------------------------  
On n'arrive plus à comprendre : ceux qui gèrent les établissements publics sont-ils des illettrés ou des universitaires ? Pourquoi, dans presque tous les secteurs, rien ne fonctionne ? Devrait-on envisager de mettre",Junior MBUENGE,Mon Oct 21 17:15:57 +0000 2024
"@Fraslin Dans l’université pour tous de la ville, à côté de cours sur la croissance ou sur l’histoire de France, on trouve un cours de numerologie et un autre sur les huiles essentielles pour booster l’immunité. 
Les « professeurs »sont agréés par l’académie de Dijon.",Gab,Mon Oct 21 17:15:34 +0000 2024
"La sécurité sociale et les aides / droits sociaux. C’est ce qui fait de la France un pays développé, selon moi. Et ce qui fait que j’aime mon pays ❤️. + les pains au chocolat, la littérature, Paris, la langue. L’université publique.",Rat 🐀,Mon Oct 21 17:13:56 +0000 2024
"Bilan effroyable, en effet. Même si les marges d’action à l’échelle de l’université sont ténues, nous devons tout mettre en œuvre pour assurer un minimum de dignité de vie à nos étudiants.",Patrick Rateau,Mon Oct 21 17:10:19 +0000 2024
"Une personne est morte et six autre blessées, ce 19 octobre, au campus de l'Université d'État d'Albany, une université historiquement noire, en Géorgie dans une fusillade lors de la fête du retour au campus.
@CNN / @endijenenfo https://t.co/UOxuMyUPK9",Endijèn Enfo,Mon Oct 21 17:10:14 +0000 2024
"@SabatierJeanMa1 Par ailleurs, ma fille cherche à faire un bachelor in biomedical sciences en anglais, en Europe 
Auriez-vous une université réputée à recommander ?
Je vous remercie par avance de votre réponse,
Très cordialement 
Xavier",Xavier Didenot,Mon Oct 21 17:10:01 +0000 2024
"D'après une étude de l'Université de Tokyo, le chat sait reconnaître la voix de son maître mais choisit plus souvent de l'ignorer.",Kaori Saeba,Mon Oct 21 17:09:35 +0000 2024
"𝗨𝗕𝗔 𝗖𝗔𝗠𝗣𝗨𝗦 𝗧𝗢𝗨𝗥 : 𝗦𝗘𝗦𝗦𝗜𝗢𝗡 𝗗𝗘 𝗠𝗘𝗡𝗧𝗢𝗥𝗔𝗧

Découvrez la diversité d'opportunités de carrière qu'offre le secteur bancaire

Rejoignez-nous ce mardi 22 octobre 2024 de 11h à 13h à l'ESSEC de Douala (Campus 1, Université de Douala) pour une session https://t.co/WLygZvrFdq",UBA Cameroon,Mon Oct 21 17:08:33 +0000 2024
#Universite @UTCapitole @m_docin le bonheur de retrouver ceux ayant soif de savoir guide par la sagesse,HUGUES MARGANNE,Mon Oct 21 17:07:49 +0000 2024
"#Annaba: signature d’un accord entre l'#université_Badji_Mokhtar et #Huawei  Algérie en vue de l’intégration des étudiants à l'Académie d'excellence des TIC
🔗https://t.co/8kDwHiOlPU https://t.co/ZVYIzLsYmO",ALGÉRIE PRESSE SERVICE | وكالة الأنباء الجزائرية,Mon Oct 21 17:07:13 +0000 2024
@_Sarasin_ Université Paris Cité - Campus Grands Moulins (chargé de TP genre prof mais version wish),guilhem rétroviseur,Mon Oct 21 17:04:40 +0000 2024
"https://t.co/JPhw2O7B1R
Poème musicalisé ""De bric de broc 83""
Rêve d'étreintes
Merci, sur YouTube,de penser à ""liker"" ma vidéo et à vous abonner à ma chaîne !
#YouTube #YouTuber #poésie #Sorbonne #Paris #Québec #université #poème",Philippe Parrot,Mon Oct 21 17:04:40 +0000 2024
"@26enColere @f_philippot Vous savez pas si bien dire : depuis les blagues du COVID, je connais des personnes qui se forment en herboristerie, a l'université,  leur but est d'avoir des plantes médicinales, non pour en faire commerce, mais pouvoir soigner leurs proches....",jean noel locatelli,Mon Oct 21 17:02:36 +0000 2024
"Monsieur @elmaalignjaay avant que l’aéroport soit ouvert, je vous invite solennellement à venir voir l’état des routes proches de l’aéroport de Château d’Eau traversant Néma 2, Castor à Kenia, SOS Village à l’Universitè Assane Seck nous sollicitons l’État pour sa réfection🙏🏽",Amir Mansour,Mon Oct 21 16:59:58 +0000 2024
